index,answer,rand,rand_s,ent,ent_s,pos,pos_s
3137,ballo,4,1,3,1,4,1
3138,moted,5,1,5,1,5,1
3139,fanal,5,1,4,1,4,1
3140,spale,7,0,3,1,3,1
3141,addax,5,1,5,1,5,1
3142,baign,3,1,3,1,3,1
3143,tydie,4,1,4,1,4,1
3144,trans,3,1,3,1,3,1
3145,beryl,4,1,4,1,4,1
3146,mirky,4,1,4,1,4,1
3147,zymes,5,1,6,1,6,1
3148,pahos,7,0,6,1,6,1
3149,nocht,4,1,4,1,4,1
3150,theat,4,1,4,1,4,1
3151,kwela,6,1,4,1,4,1
3152,shrab,8,0,7,0,7,0
3153,arnee,4,1,4,1,4,1
3154,aluco,4,1,4,1,4,1
3155,joles,4,1,7,0,7,0
3156,ruddy,6,1,5,1,5,1
3157,friar,5,1,5,1,4,1
3158,luser,4,1,4,1,4,1
3159,furca,4,1,3,1,4,1
3160,scalz,4,1,4,1,5,1
3161,gliff,5,1,5,1,4,1
3162,umaua,5,1,4,1,4,1
3163,hazed,5,1,6,1,6,1
3164,fjeld,6,1,5,1,5,1
3165,elops,3,1,4,1,4,1
3166,fiver,6,1,6,1,6,1
3167,nopal,6,1,5,1,5,1
3168,pails,11,0,6,1,6,1
3169,rerub,4,1,4,1,4,1
3170,jiqui,4,1,5,1,5,1
3171,libre,4,1,4,1,4,1
3172,mysid,3,1,4,1,4,1
3173,bamah,5,1,3,1,3,1
3174,story,5,1,4,1,4,1
3175,defis,3,1,7,0,7,0
3176,inkie,4,1,4,1,4,1
3177,norna,4,1,3,1,3,1
3178,dougl,5,1,4,1,4,1
3179,pulls,4,1,3,1,3,1
3180,rotal,3,1,3,1,3,1
3181,bally,6,1,9,0,9,0
3182,suist,7,0,5,1,5,1
3183,sices,6,1,4,1,4,1
3184,sarif,3,1,4,1,4,1
3185,sayee,4,1,5,1,5,1
3186,flubs,5,1,5,1,5,1
3187,harle,7,0,5,1,5,1
3188,koala,4,1,5,1,5,1
3189,uster,4,1,3,1,3,1
3190,gerim,5,1,5,1,6,1
3191,volow,5,1,4,1,4,1
3192,shola,3,1,4,1,4,1
3193,korma,5,1,3,1,3,1
3194,hilus,4,1,6,1,6,1
3195,rykes,5,1,5,1,5,1
3196,yamel,4,1,4,1,4,1
3197,gamey,3,1,3,1,3,1
3198,miter,6,1,4,1,4,1
3199,buist,5,1,6,1,6,1
3200,burns,4,1,4,1,4,1
3201,works,5,1,5,1,5,1
3202,snurl,3,1,3,1,3,1
3203,pratt,4,1,6,1,5,1
3204,lamby,5,1,4,1,5,1
3205,heazy,7,0,4,1,5,1
3206,hazel,5,1,5,1,6,1
3207,peels,6,1,4,1,4,1
3208,tabac,4,1,4,1,4,1
3209,petre,5,1,4,1,4,1
3210,bynin,3,1,4,1,4,1
3211,feods,4,1,5,1,5,1
3212,taiga,4,1,4,1,4,1
3213,vidry,5,1,4,1,4,1
3214,pulka,6,1,5,1,5,1
3215,freud,6,1,4,1,5,1
3216,embow,4,1,5,1,5,1
3217,bibby,7,0,7,0,6,1
3218,slack,4,1,4,1,4,1
3219,vuggy,6,1,5,1,5,1
3220,untin,4,1,3,1,3,1
3221,iodid,5,1,5,1,5,1
3222,ethyl,4,1,4,1,4,1
3223,wysty,5,1,4,1,4,1
3224,netop,3,1,3,1,3,1
3225,fulls,6,1,8,0,8,0
3226,baize,4,1,5,1,5,1
3227,haick,3,1,4,1,4,1
3228,gyved,6,1,4,1,4,1
3229,pombo,6,1,4,1,4,1
3230,ozone,5,1,5,1,4,1
3231,elean,4,1,4,1,3,1
3232,billa,5,1,7,0,7,0
3233,joker,9,0,8,0,8,0
3234,desma,4,1,5,1,5,1
3235,riled,4,1,3,1,3,1
3236,cahuy,6,1,4,1,4,1
3237,cains,3,1,3,1,3,1
3238,attry,4,1,4,1,4,1
3239,sewed,4,1,5,1,5,1
3240,coeff,3,1,4,1,4,1
3241,loupe,4,1,4,1,4,1
3242,gaily,5,1,4,1,4,1
3243,quins,4,1,6,1,6,1
3244,kikoi,3,1,4,1,4,1
3245,depas,6,1,5,1,5,1
3246,bryon,4,1,3,1,4,1
3247,styed,4,1,4,1,4,1
3248,losel,5,1,4,1,3,1
3249,chart,4,1,4,1,4,1
3250,mixup,6,1,4,1,5,1
3251,creel,3,1,4,1,4,1
3252,mafic,4,1,5,1,5,1
3253,ansel,3,1,3,1,3,1
3254,nance,4,1,4,1,4,1
3255,cotes,3,1,3,1,3,1
3256,kogia,3,1,3,1,3,1
3257,cukes,3,1,3,1,3,1
3258,maral,4,1,4,1,4,1
3259,mewed,6,1,4,1,4,1
3260,decry,5,1,4,1,4,1
3261,trois,3,1,3,1,3,1
3262,swill,5,1,4,1,4,1
3263,molar,3,1,5,1,5,1
3264,cesta,3,1,3,1,3,1
3265,laney,4,1,4,1,4,1
3266,plank,4,1,4,1,4,1
3267,badge,5,1,5,1,5,1
3268,rugal,3,1,4,1,4,1
3269,wierd,4,1,4,1,5,1
3270,spyer,5,1,5,1,5,1
3271,dirts,4,1,4,1,4,1
3272,faute,4,1,4,1,4,1
3273,chais,3,1,3,1,3,1
3274,lotan,3,1,3,1,3,1
3275,guasa,4,1,4,1,4,1
3276,kaiak,5,1,4,1,4,1
3277,kongu,4,1,5,1,5,1
3278,irons,3,1,3,1,3,1
3279,togas,4,1,5,1,5,1
3280,trent,3,1,3,1,3,1
3281,matza,6,1,4,1,4,1
3282,dugal,5,1,7,0,8,0
3283,spell,5,1,4,1,5,1
3284,tanga,4,1,6,1,6,1
3285,rapic,4,1,3,1,3,1
3286,muled,5,1,4,1,4,1
3287,pyric,4,1,4,1,4,1
3288,vrouw,5,1,5,1,5,1
3289,lucid,4,1,4,1,4,1
3290,kotar,4,1,4,1,4,1
3291,quale,5,1,5,1,5,1
3292,imido,4,1,4,1,4,1
3293,deign,4,1,4,1,4,1
3294,abime,4,1,3,1,3,1
3295,usque,4,1,4,1,4,1
3296,weety,4,1,4,1,5,1
3297,kyoto,4,1,4,1,4,1
3298,chine,3,1,3,1,3,1
3299,jewis,6,1,5,1,5,1
3300,ifree,4,1,4,1,4,1
3301,adlay,4,1,5,1,4,1
3302,jarls,4,1,4,1,4,1
3303,murza,7,0,4,1,4,1
3304,tonga,5,1,5,1,5,1
3305,satin,3,1,3,1,3,1
3306,hemad,5,1,3,1,3,1
3307,leash,5,1,4,1,4,1
3308,boily,3,1,5,1,5,1
3309,stale,4,1,4,1,4,1
3310,broch,4,1,4,1,4,1
3311,gigue,3,1,4,1,4,1
3312,sanit,3,1,3,1,3,1
3313,wiver,10,0,6,1,6,1
3314,rebeg,5,1,5,1,5,1
3315,pacos,3,1,3,1,3,1
3316,caxon,3,1,3,1,3,1
3317,whalm,7,0,4,1,6,1
3318,hales,5,1,9,0,9,0
3319,avile,4,1,4,1,4,1
3320,tatty,5,1,5,1,5,1
3321,aniba,5,1,5,1,5,1
3322,viewy,5,1,4,1,5,1
3323,flear,5,1,4,1,4,1
3324,unbay,4,1,5,1,5,1
3325,board,5,1,4,1,4,1
3326,dowry,4,1,5,1,5,1
3327,tungo,4,1,3,1,3,1
3328,ijore,3,1,3,1,3,1
3329,rajah,4,1,5,1,5,1
3330,imino,4,1,4,1,4,1
3331,orary,4,1,4,1,4,1
3332,whiny,4,1,5,1,4,1
3333,penal,6,1,4,1,4,1
3334,chays,9,0,4,1,4,1
3335,muted,5,1,5,1,5,1
3336,fetid,3,1,3,1,3,1
3337,wendi,6,1,4,1,4,1
3338,coble,5,1,5,1,5,1
3339,bewig,5,1,4,1,4,1
3340,lemma,4,1,5,1,5,1
3341,beest,7,0,8,0,8,0
3342,cleck,4,1,5,1,5,1
3343,glaky,5,1,5,1,5,1
3344,mowse,6,1,4,1,4,1
3345,idols,4,1,4,1,4,1
3346,unfar,4,1,4,1,4,1
3347,mulct,3,1,3,1,3,1
3348,hilar,4,1,4,1,4,1
3349,begum,5,1,4,1,4,1
3350,kexes,4,1,6,1,6,1
3351,riley,4,1,4,1,4,1
3352,clamb,4,1,6,1,6,1
3353,croup,5,1,4,1,4,1
3354,shoji,6,1,5,1,5,1
3355,haiti,3,1,4,1,4,1
3356,ducts,4,1,4,1,4,1
3357,exlex,6,1,4,1,4,1
3358,ergal,5,1,5,1,5,1
3359,laton,3,1,3,1,3,1
3360,navel,5,1,3,1,3,1
3361,ootid,4,1,4,1,4,1
3362,towsy,6,1,4,1,4,1
3363,savor,3,1,3,1,3,1
3364,galas,3,1,7,0,7,0
3365,thala,4,1,4,1,4,1
3366,narks,5,1,3,1,3,1
3367,antiq,3,1,3,1,3,1
3368,hasta,6,1,4,1,4,1
3369,hotly,3,1,4,1,4,1
3370,sloth,5,1,4,1,4,1
3371,bagge,5,1,4,1,4,1
3372,becco,6,1,4,1,4,1
3373,pious,4,1,4,1,4,1
3374,lepta,4,1,4,1,4,1
3375,famed,5,1,4,1,4,1
3376,uzbak,5,1,4,1,4,1
3377,valid,5,1,4,1,4,1
3378,metad,4,1,5,1,5,1
3379,bundu,4,1,4,1,4,1
3380,ables,4,1,4,1,4,1
3381,hecte,4,1,3,1,3,1
3382,altin,3,1,3,1,3,1
3383,curvy,4,1,3,1,3,1
3384,hayey,7,0,5,1,5,1
3385,goury,4,1,4,1,4,1
3386,shelf,6,1,4,1,4,1
3387,endow,4,1,4,1,4,1
3388,lepas,4,1,4,1,4,1
3389,barih,3,1,5,1,5,1
3390,cines,3,1,3,1,3,1
3391,dansy,5,1,5,1,5,1
3392,ygapo,4,1,4,1,4,1
3393,patao,4,1,4,1,5,1
3394,meted,4,1,4,1,4,1
3395,snack,3,1,3,1,3,1
3396,colob,4,1,4,1,4,1
3397,chute,3,1,3,1,3,1
3398,kannu,4,1,5,1,5,1
3399,karch,5,1,3,1,3,1
3400,joule,4,1,6,1,6,1
3401,orcas,3,1,3,1,3,1
3402,plomb,5,1,4,1,4,1
3403,tales,3,1,3,1,3,1
3404,slice,3,1,3,1,3,1
3405,serta,4,1,4,1,4,1
3406,misos,4,1,5,1,5,1
3407,cooey,3,1,4,1,4,1
3408,otkon,3,1,4,1,3,1
3409,rewax,5,1,5,1,6,1
3410,dance,3,1,5,1,5,1
3411,costs,4,1,3,1,3,1
3412,hadit,5,1,4,1,4,1
3413,punga,6,1,4,1,4,1
3414,gambs,5,1,5,1,5,1
3415,septs,6,1,5,1,5,1
3416,month,3,1,5,1,5,1
3417,tewel,3,1,4,1,4,1
3418,acara,4,1,4,1,4,1
3419,oncia,3,1,3,1,3,1
3420,vespa,4,1,4,1,5,1
3421,brune,5,1,5,1,5,1
3422,state,5,1,6,1,4,1
3423,shane,5,1,4,1,5,1
3424,okras,3,1,3,1,3,1
3425,faulx,6,1,6,1,6,1
3426,geeks,7,0,8,0,8,0
3427,pulis,4,1,3,1,3,1
3428,facie,3,1,3,1,3,1
3429,birls,4,1,6,1,6,1
3430,kieye,4,1,5,1,4,1
3431,indow,4,1,4,1,4,1
3432,bahoo,4,1,5,1,3,1
3433,cruth,4,1,4,1,4,1
3434,axmen,6,1,3,1,3,1
3435,ricey,4,1,4,1,4,1
3436,exede,5,1,4,1,4,1
3437,lakie,3,1,3,1,3,1
3438,mufti,5,1,4,1,5,1
3439,sakai,5,1,3,1,3,1
3440,gimpy,4,1,4,1,5,1
3441,undid,4,1,5,1,5,1
3442,shend,5,1,5,1,5,1
3443,salad,3,1,6,1,6,1
3444,dewan,6,1,5,1,5,1
3445,tangi,4,1,4,1,4,1
3446,thegn,3,1,3,1,3,1
3447,mirid,4,1,4,1,4,1
3448,tetty,5,1,4,1,4,1
3449,paver,5,1,5,1,5,1
3450,andia,4,1,5,1,5,1
3451,angia,4,1,4,1,4,1
3452,goths,5,1,5,1,5,1
3453,bowla,3,1,5,1,5,1
3454,murky,4,1,4,1,4,1
3455,tiffs,3,1,4,1,4,1
3456,tekke,5,1,5,1,5,1
3457,delaw,4,1,6,1,6,1
3458,seraw,4,1,3,1,3,1
3459,nooks,4,1,4,1,4,1
3460,lambs,4,1,5,1,5,1
3461,rotor,4,1,4,1,3,1
3462,gobos,6,1,5,1,5,1
3463,cared,4,1,6,1,6,1
3464,talio,3,1,3,1,3,1
3465,soapi,3,1,3,1,3,1
3466,reach,4,1,4,1,4,1
3467,limli,4,1,4,1,3,1
3468,azyme,4,1,5,1,5,1
3469,paque,6,1,5,1,5,1
3470,mirac,4,1,4,1,4,1
3471,fucks,4,1,9,0,9,0
3472,conin,4,1,4,1,4,1
3473,brays,6,1,4,1,4,1
3474,venue,4,1,5,1,5,1
3475,prore,4,1,5,1,3,1
3476,lithe,5,1,4,1,5,1
3477,could,4,1,4,1,4,1
3478,arupa,5,1,4,1,4,1
3479,jitro,4,1,4,1,4,1
3480,sakis,4,1,4,1,4,1
3481,laich,3,1,3,1,3,1
3482,tammy,8,0,6,1,6,1
3483,acron,3,1,3,1,3,1
3484,snubs,5,1,4,1,4,1
3485,ogeed,4,1,3,1,3,1
3486,dorms,6,1,3,1,3,1
3487,tumor,3,1,4,1,4,1
3488,sodic,3,1,3,1,3,1
3489,pared,5,1,5,1,5,1
3490,roups,4,1,4,1,4,1
3491,utile,4,1,3,1,4,1
3492,bakal,4,1,4,1,4,1
3493,rayed,8,0,5,1,5,1
3494,upcry,3,1,4,1,4,1
3495,horns,6,1,6,1,6,1
3496,shirk,5,1,3,1,5,1
3497,forty,4,1,5,1,5,1
3498,shooi,3,1,4,1,4,1
3499,dozes,9,0,5,1,5,1
3500,chevy,5,1,3,1,4,1
3501,shyam,4,1,4,1,4,1
3502,hunts,3,1,4,1,4,1
3503,vidua,4,1,6,1,5,1
3504,unwon,4,1,4,1,4,1
3505,spume,4,1,4,1,4,1
3506,senit,3,1,3,1,3,1
3507,slave,5,1,4,1,4,1
3508,labby,5,1,5,1,4,1
3509,yobbo,5,1,5,1,5,1
3510,spung,5,1,4,1,4,1
3511,cubit,3,1,3,1,3,1
3512,umist,5,1,4,1,4,1
3513,feast,4,1,6,1,6,1
3514,offal,4,1,4,1,4,1
3515,undug,5,1,4,1,5,1
3516,tsere,4,1,3,1,3,1
3517,kioea,3,1,3,1,3,1
3518,rehem,7,0,6,1,6,1
3519,unsad,5,1,5,1,5,1
3520,simon,5,1,5,1,5,1
3521,pater,7,0,5,1,5,1
3522,fores,7,0,8,0,8,0
3523,cetyl,3,1,4,1,4,1
3524,ileus,4,1,5,1,5,1
3525,sunil,3,1,3,1,3,1
3526,swiss,5,1,4,1,4,1
3527,dawks,7,0,6,1,6,1
3528,fouls,4,1,5,1,5,1
3529,until,3,1,3,1,3,1
3530,pesos,5,1,4,1,4,1
3531,eleut,4,1,4,1,4,1
3532,refel,5,1,4,1,4,1
3533,oolly,6,1,6,1,6,1
3534,elian,3,1,3,1,3,1
3535,fauna,8,0,6,1,6,1
3536,hecco,4,1,3,1,3,1
3537,updry,4,1,4,1,4,1
3538,vroom,5,1,5,1,5,1
3539,bolti,3,1,4,1,4,1
3540,sleer,4,1,5,1,5,1
3541,koans,3,1,4,1,4,1
3542,tempi,4,1,4,1,4,1
3543,koppa,4,1,5,1,5,1
3544,parsi,5,1,4,1,4,1
3545,arrie,4,1,4,1,4,1
3546,creme,6,1,6,1,6,1
3547,hulls,10,0,6,1,6,1
3548,steed,5,1,6,1,6,1
3549,beget,4,1,5,1,5,1
3550,taipo,3,1,3,1,3,1
3551,kamao,5,1,5,1,5,1
3552,mosts,5,1,5,1,5,1
3553,rusot,4,1,4,1,4,1
3554,manei,3,1,3,1,3,1
3555,funny,6,1,5,1,5,1
3556,hared,8,0,7,0,7,0
3557,faxed,8,0,6,1,6,1
3558,cunye,3,1,3,1,3,1
3559,kebob,5,1,4,1,4,1
3560,ardea,5,1,5,1,5,1
3561,maids,3,1,3,1,3,1
3562,arrha,4,1,4,1,4,1
3563,hemal,3,1,5,1,6,1
3564,facks,5,1,10,0,10,0
3565,ziram,5,1,4,1,4,1
3566,gorry,5,1,7,0,7,0
3567,sturt,3,1,3,1,3,1
3568,nowch,4,1,3,1,3,1
3569,hants,3,1,6,1,6,1
3570,tavoy,5,1,4,1,4,1
3571,nidor,6,1,4,1,4,1
3572,cater,3,1,3,1,3,1
3573,kados,5,1,3,1,3,1
3574,xyris,4,1,5,1,5,1
3575,dowly,6,1,4,1,4,1
3576,norsk,3,1,3,1,3,1
3577,wasnt,4,1,3,1,3,1
3578,numda,4,1,4,1,4,1
3579,cycas,6,1,5,1,5,1
3580,omasa,4,1,4,1,4,1
3581,bilch,4,1,8,0,8,0
3582,quips,5,1,5,1,5,1
3583,twerp,4,1,4,1,4,1
3584,luite,4,1,4,1,4,1
3585,jiffs,4,1,6,1,6,1
3586,euros,4,1,4,1,4,1
3587,sandy,3,1,4,1,4,1
3588,velte,3,1,4,1,4,1
3589,yaird,4,1,4,1,4,1
3590,cordy,5,1,4,1,4,1
3591,albus,7,0,4,1,5,1
3592,jeton,4,1,3,1,3,1
3593,ralph,5,1,4,1,4,1
3594,wheat,5,1,4,1,5,1
3595,mille,5,1,4,1,4,1
3596,rajes,8,0,9,0,9,0
3597,caeca,4,1,3,1,3,1
3598,athar,4,1,4,1,4,1
3599,coons,4,1,3,1,4,1
3600,pight,4,1,5,1,4,1
3601,sewin,3,1,3,1,3,1
3602,fusee,5,1,5,1,5,1
3603,rente,5,1,4,1,4,1
3604,oasis,3,1,3,1,3,1
3605,chawl,4,1,4,1,4,1
3606,astre,4,1,4,1,4,1
3607,nucin,4,1,3,1,3,1
3608,regin,6,1,6,1,6,1
3609,shawn,4,1,3,1,4,1
3610,posse,5,1,4,1,4,1
3611,roist,3,1,3,1,3,1
3612,yagis,9,0,6,1,6,1
3613,plook,4,1,4,1,4,1
3614,ovary,4,1,5,1,5,1
3615,keist,5,1,5,1,5,1
3616,hafiz,4,1,4,1,4,1
3617,doest,4,1,4,1,4,1
3618,ounce,4,1,3,1,3,1
3619,avern,4,1,4,1,4,1
3620,leman,3,1,4,1,4,1
3621,birse,5,1,5,1,5,1
3622,tyken,4,1,3,1,3,1
3623,santa,3,1,5,1,5,1
3624,stopa,4,1,3,1,3,1
3625,moral,7,0,5,1,6,1
3626,sculk,3,1,5,1,5,1
3627,shoed,3,1,3,1,3,1
3628,eyras,3,1,3,1,3,1
3629,flown,3,1,3,1,3,1
3630,eerie,6,1,5,1,3,1
3631,potto,5,1,4,1,4,1
3632,nulls,3,1,3,1,3,1
3633,omers,4,1,5,1,5,1
3634,teman,3,1,4,1,4,1
3635,boult,4,1,6,1,6,1
3636,calid,6,1,5,1,5,1
3637,wroth,6,1,4,1,4,1
3638,anoas,3,1,5,1,3,1
3639,wyted,4,1,4,1,4,1
3640,flawy,7,0,6,1,6,1
3641,beman,7,0,5,1,5,1
3642,burao,4,1,5,1,5,1
3643,ringy,4,1,4,1,4,1
3644,vijay,5,1,5,1,6,1
3645,vitry,4,1,4,1,4,1
3646,coala,4,1,5,1,3,1
3647,crile,3,1,3,1,3,1
3648,trets,4,1,5,1,5,1
3649,chlor,3,1,3,1,3,1
3650,wetly,5,1,4,1,4,1
3651,yonic,6,1,5,1,5,1
3652,kriss,5,1,5,1,5,1
3653,tharm,3,1,4,1,4,1
3654,juvia,5,1,4,1,4,1
3655,donna,8,0,3,1,3,1
3656,ovals,4,1,3,1,3,1
3657,norse,3,1,3,1,3,1
3658,dover,5,1,6,1,6,1
3659,tawed,7,0,5,1,5,1
3660,avale,5,1,6,1,4,1
3661,uigur,4,1,5,1,4,1
3662,utick,4,1,4,1,4,1
3663,bangy,5,1,6,1,6,1
3664,blend,5,1,5,1,5,1
3665,panak,5,1,4,1,4,1
3666,nudie,5,1,4,1,4,1
3667,bokom,3,1,5,1,5,1
3668,adzer,4,1,4,1,4,1
3669,sises,8,0,5,1,5,1
3670,carbo,6,1,4,1,4,1
3671,gunge,6,1,5,1,5,1
3672,cause,4,1,3,1,4,1
3673,goala,6,1,6,1,6,1
3674,sangh,5,1,5,1,5,1
3675,jembe,6,1,5,1,5,1
3676,whift,4,1,4,1,5,1
3677,buffa,6,1,4,1,5,1
3678,spiff,4,1,4,1,5,1
3679,crewe,7,0,4,1,4,1
3680,dagga,6,1,7,0,7,0
3681,risen,3,1,3,1,3,1
3682,estop,5,1,5,1,5,1
3683,katie,3,1,4,1,4,1
3684,inter,3,1,4,1,4,1
3685,fries,6,1,5,1,5,1
3686,lilas,4,1,4,1,4,1
3687,areic,3,1,3,1,3,1
3688,hosed,5,1,4,1,4,1
3689,mulls,4,1,4,1,4,1
3690,potch,6,1,3,1,3,1
3691,sajou,4,1,5,1,6,1
3692,somne,4,1,4,1,4,1
3693,limas,4,1,4,1,4,1
3694,credo,4,1,4,1,4,1
3695,antic,3,1,3,1,3,1
3696,plops,5,1,5,1,5,1
3697,fdubs,5,1,4,1,4,1
3698,flout,6,1,5,1,5,1
3699,lapin,5,1,3,1,3,1
3700,aurei,3,1,4,1,4,1
3701,coyos,5,1,4,1,4,1
3702,excur,5,1,5,1,4,1
3703,tiens,3,1,3,1,3,1
3704,lepra,3,1,4,1,4,1
3705,maynt,4,1,4,1,4,1
3706,noyau,4,1,4,1,4,1
3707,hypos,4,1,4,1,4,1
3708,sitao,3,1,4,1,4,1
3709,brios,3,1,4,1,4,1
3710,carat,4,1,4,1,4,1
3711,mphps,4,1,4,1,4,1
3712,iztle,5,1,4,1,4,1
3713,deash,4,1,4,1,4,1
3714,walsh,5,1,4,1,4,1
3715,dtset,4,1,4,1,4,1
3716,triad,4,1,4,1,4,1
3717,sensu,5,1,4,1,4,1
3718,skere,5,1,4,1,4,1
3719,paola,4,1,4,1,4,1
3720,bakra,6,1,4,1,4,1
3721,viols,5,1,4,1,4,1
3722,hovel,7,0,4,1,4,1
3723,shree,5,1,3,1,3,1
3724,couch,4,1,5,1,5,1
3725,gibus,4,1,4,1,4,1
3726,laxly,5,1,5,1,5,1
3727,alane,4,1,5,1,4,1
3728,sissu,5,1,5,1,4,1
3729,lokao,4,1,5,1,5,1
3730,rivet,4,1,4,1,4,1
3731,punty,5,1,3,1,4,1
3732,guyot,4,1,4,1,4,1
3733,bourd,4,1,5,1,5,1
3734,bocoy,5,1,5,1,4,1
3735,front,3,1,4,1,4,1
3736,cheir,3,1,3,1,3,1
3737,weepy,3,1,5,1,4,1
3738,takin,4,1,4,1,4,1
3739,linus,5,1,3,1,4,1
3740,vairy,4,1,4,1,4,1
3741,aliya,4,1,4,1,4,1
3742,emigr,5,1,5,1,5,1
3743,saggy,5,1,6,1,5,1
3744,volts,3,1,3,1,3,1
3745,cyrus,4,1,4,1,4,1
3746,grave,8,0,5,1,6,1
3747,peter,4,1,5,1,5,1
3748,unbow,6,1,6,1,6,1
3749,siver,6,1,6,1,6,1
3750,skiey,4,1,4,1,4,1
3751,adios,5,1,6,1,6,1
3752,betas,7,0,3,1,3,1
3753,sesia,3,1,3,1,3,1
3754,third,5,1,5,1,5,1
3755,jerid,6,1,4,1,4,1
3756,saruk,5,1,4,1,5,1
3757,scudi,4,1,4,1,4,1
3758,jibed,8,0,4,1,4,1
3759,nylon,3,1,5,1,5,1
3760,kirve,4,1,5,1,5,1
3761,tenon,4,1,4,1,4,1
3762,remex,7,0,5,1,5,1
3763,surat,4,1,4,1,4,1
3764,danes,6,1,11,0,11,0
3765,dimmy,6,1,6,1,5,1
3766,astor,3,1,3,1,3,1
3767,slote,4,1,4,1,4,1
3768,wrier,5,1,5,1,5,1
3769,assis,4,1,4,1,4,1
3770,light,4,1,4,1,4,1
3771,mavis,9,0,4,1,4,1
3772,aurum,5,1,4,1,4,1
3773,rowan,3,1,3,1,3,1
3774,anoli,3,1,3,1,3,1
3775,parse,4,1,4,1,4,1
3776,fuchi,5,1,4,1,4,1
3777,yanks,6,1,5,1,5,1
3778,guaka,6,1,6,1,5,1
3779,parts,3,1,4,1,4,1
3780,unist,4,1,3,1,4,1
3781,theyd,5,1,4,1,4,1
3782,tozee,4,1,4,1,4,1
3783,aview,3,1,4,1,4,1
3784,elias,3,1,3,1,3,1
3785,gotos,4,1,5,1,5,1
3786,booed,5,1,5,1,5,1
3787,squid,5,1,5,1,5,1
3788,rebut,4,1,4,1,4,1
3789,blirt,4,1,4,1,4,1
3790,coing,3,1,4,1,4,1
3791,softy,4,1,4,1,4,1
3792,pigmy,5,1,3,1,5,1
3793,porgo,4,1,5,1,5,1
3794,emyde,4,1,5,1,4,1
3795,laker,3,1,7,0,7,0
3796,sidia,4,1,4,1,4,1
3797,nowed,4,1,4,1,4,1
3798,domes,5,1,7,0,7,0
3799,capot,4,1,3,1,3,1
3800,takyr,3,1,4,1,4,1
3801,tyigh,4,1,4,1,4,1
3802,flews,7,0,5,1,6,1
3803,lunes,3,1,3,1,3,1
3804,papyr,4,1,4,1,4,1
3805,undee,3,1,4,1,4,1
3806,uninn,3,1,3,1,3,1
3807,femme,5,1,5,1,5,1
3808,sheel,5,1,5,1,5,1
3809,kecks,3,1,5,1,5,1
3810,spade,6,1,6,1,6,1
3811,jutty,5,1,4,1,4,1
3812,polar,3,1,4,1,4,1
3813,amide,5,1,4,1,4,1
3814,chefs,4,1,5,1,5,1
3815,prepg,5,1,5,1,5,1
3816,idist,4,1,5,1,5,1
3817,fibry,6,1,5,1,5,1
3818,gypsy,4,1,4,1,4,1
3819,banat,5,1,6,1,6,1
3820,okrug,4,1,4,1,4,1
3821,wafer,6,1,7,0,7,0
3822,woady,4,1,5,1,5,1
3823,felly,7,0,8,0,8,0
3824,incle,3,1,3,1,3,1
3825,ahmet,4,1,4,1,4,1
3826,yeast,4,1,4,1,4,1
3827,dural,6,1,9,0,9,0
3828,roleo,3,1,4,1,4,1
3829,stoot,6,1,4,1,3,1
3830,edger,5,1,5,1,5,1
3831,growl,6,1,5,1,5,1
3832,lamus,5,1,4,1,4,1
3833,orris,3,1,3,1,3,1
3834,atmos,5,1,4,1,4,1
3835,sella,3,1,4,1,4,1
3836,kinch,5,1,5,1,5,1
3837,indic,4,1,4,1,4,1
3838,libya,6,1,5,1,5,1
3839,swoop,5,1,4,1,4,1
3840,tumid,4,1,4,1,4,1
3841,nolle,3,1,3,1,3,1
3842,murat,4,1,4,1,4,1
3843,aboil,3,1,4,1,4,1
3844,fluer,5,1,3,1,3,1
3845,floor,5,1,4,1,4,1
3846,mites,6,1,5,1,5,1
3847,biron,5,1,5,1,5,1
3848,naker,4,1,4,1,4,1
3849,pagan,6,1,6,1,6,1
3850,unbog,6,1,4,1,4,1
3851,detar,4,1,5,1,5,1
3852,vitis,6,1,4,1,4,1
3853,fidac,4,1,5,1,5,1
3854,hound,4,1,6,1,7,0
3855,strae,4,1,3,1,3,1
3856,canos,3,1,3,1,3,1
3857,thung,4,1,3,1,3,1
3858,bubas,8,0,6,1,5,1
3859,reget,6,1,6,1,6,1
3860,earth,3,1,4,1,4,1
3861,kikar,4,1,4,1,4,1
3862,loope,5,1,5,1,5,1
3863,twits,4,1,3,1,3,1
3864,sorex,4,1,3,1,3,1
3865,orcin,3,1,3,1,3,1
3866,thumb,3,1,3,1,3,1
3867,glans,3,1,6,1,6,1
3868,loxed,7,0,4,1,4,1
3869,senci,3,1,4,1,4,1
3870,stroy,6,1,3,1,3,1
3871,blimy,6,1,4,1,5,1
3872,basos,5,1,6,1,6,1
3873,aviso,4,1,4,1,4,1
3874,hooka,4,1,6,1,6,1
3875,coset,3,1,3,1,3,1
3876,unpot,5,1,4,1,4,1
3877,colan,3,1,3,1,3,1
3878,coach,5,1,5,1,5,1
3879,jutic,3,1,4,1,4,1
3880,lochs,3,1,6,1,6,1
3881,kanzu,6,1,6,1,6,1
3882,qiana,6,1,5,1,4,1
3883,amora,7,0,4,1,4,1
3884,extra,5,1,4,1,4,1
3885,pushy,4,1,4,1,4,1
3886,carle,3,1,3,1,3,1
3887,chock,6,1,5,1,5,1
